id,name,created_at,advertisers_entities.id,entities.short_name,entities.is_active,entities.is_political,countries.name,countries.alpha2,advertisers_platforms.advertiser_platform_ref,advertisers_platforms.advertiser_platform_name,platforms.name
e7ee9e56-33ba-461b-ae94-56547e88903d,Glory Church International,2022-10-01T12:36:23.289Z,92370598-fc8a-445f-8251-1b877d21840c,Non,true,false,United States of America,us,322945079029,Glory Church International,Facebook
e7f19570-4938-4fde-a2d3-b2a82c71da67,FM100.3,2022-11-26T22:14:10.197Z,d563d70e-f7f4-4686-bf2d-a5783fbf63f7,Non,true,false,United States of America,us,9283064321,FM100.3,Facebook
e7fbd763-5300-4df7-85de-33f9ee59a413,Gaffney Realty Group,2022-09-07T15:41:58.251Z,9cf06da6-fcce-4b00-98cd-55e6e31faaba,Non,true,false,United States of America,us,158300287560310,Gaffney Realty Group,Facebook
e80552a5-8bac-43b7-a373-027512bfa0ea,Sister District Project,2022-09-06T20:05:02.209Z,532f043f-13ec-4088-b99d-c70d0a490930,Non,true,false,United States of America,us,1704683609848735,Sister District Project,Facebook
e8288373-819d-4b41-9c18-0610defc91c6,Spokane Skate - Roller Skate & Rollerblade Community,2022-09-07T15:41:53.386Z,41da77ab-b47a-42c5-91fd-452a84634e23,Non,true,false,United States of America,us,107480717605935,Spokane Skate - Roller Skate & Rollerblade Community,Facebook
e830e9f2-ebaa-45f0-b615-a67877eec54f,Aldeas Infantiles SOS Uruguay,2022-11-26T22:14:05.218Z,33b55c01-ace9-45da-b50d-7fe097255cde,Non,true,false,United States of America,us,303512193016452,Aldeas Infantiles SOS Uruguay,Facebook
e8399256-e07f-41f6-a474-864cb29cd0e6,New Jersey Natural Gas,2022-09-07T15:41:53.064Z,88ff3aa6-1935-4efb-8a7e-3bfd354111c3,Non,true,false,United States of America,us,216609005609,New Jersey Natural Gas,Facebook
e841aa6f-c8eb-47b5-b1a6-6737f2a852d9,Texas Landowners Coalition - TXLC,2022-09-06T20:05:14.971Z,b55d4fa9-a690-4366-8e13-f994a2affa64,Non,true,false,United States of America,us,112472297221431,Texas Landowners Coalition - TXLC,Facebook
e84b2dfc-6d36-452f-a6fa-165d2e349c67,Delta Conveyance Design and Construction Authority,2022-09-06T20:28:36.920Z,75f17dba-e775-473c-9938-3c34dd545463,Non,true,false,United States of America,us,100369014769358,Delta Conveyance Design and Construction Authority,Facebook
e8553255-5061-480d-a1d5-d1960b0494f0,Cabrillo Economic Development Corporation,2022-09-06T20:28:38.649Z,ddd9566e-2c22-4f34-9c0a-0550f879c3ce,Non,true,false,United States of America,us,285143578194180,Cabrillo Economic Development Corporation,Facebook
e857be35-6c68-458a-a682-8f64b14877ca,Montour Solar One,2022-09-07T15:41:51.208Z,7f6dfc8f-b293-4ddf-8a5e-26a90c22b1cc,Non,true,false,United States of America,us,104607138098341,Montour Solar One,Facebook
e86f3144-7462-4de4-9f62-da77c2cca034,Big Brothers Big Sisters of Yellowstone County,2022-09-07T15:42:00.407Z,f1d63199-962f-4704-87a3-2bec3221bb41,Non,true,false,United States of America,us,68212710722,Big Brothers Big Sisters of Yellowstone County,Facebook
e8fd21c1-5621-4fc4-a7ac-2ecaf1ecd11e,Oregon Nurses Association,2022-09-07T15:41:47.245Z,30463bde-d701-43f3-b745-d5fdc9cfa2e0,Non,true,false,United States of America,us,359176490437,Oregon Nurses Association,Facebook
e9019958-a0a9-4ce7-b86c-3eeba70ba156,Korea Defense Veterans Association,2022-09-06T20:05:27.812Z,251a1973-ea05-44ea-a994-53e05a20ee22,Non,true,false,United States of America,us,346612865750115,Korea Defense Veterans Association,Facebook
e9322dbc-fed9-42bc-af3f-55bf3fab4493,Arcus Foundation - Great Ape Conservation,2022-09-06T20:28:37.009Z,1f4114f3-d4e6-4d12-ab5d-77c563b9ff6e,Non,true,false,United States of America,us,128595617222254,Arcus Foundation - Great Ape Conservation,Facebook
e939197d-0b09-4120-a33b-495b055924a7,Smithsonian Channel,2022-11-05T14:36:01.915Z,f67410cb-7312-4525-964b-e1102ee0b69b,Non,true,false,United States of America,us,74671163356,Smithsonian Channel,Facebook
e97a0958-3a04-4911-af88-f30817dc5bd0,Hawai‘i Appleseed Center for Law and Economic Justice,2022-11-26T22:14:05.876Z,7d6ef2ee-a8a9-4435-980d-9928c87e32c5,Non,true,false,United States of America,us,152236424848913,Hawai‘i Appleseed Center for Law and Economic Justice,Facebook
e9976879-693f-435f-8b8e-afd1fdc44751,Food & Environment Reporting Network,2022-09-07T15:41:55.331Z,02f8d617-47ad-43e2-bda2-b3127566bd1d,Non,true,false,United States of America,us,217026408340842,Food & Environment Reporting Network,Facebook
e9999b17-e61e-4c4d-a1cc-ac2103b06800,Mini US - News in 60 words,2022-09-07T15:41:56.068Z,54244de7-7dd0-4a05-9906-49933b0787db,Non,true,false,United States of America,us,105581892247408,Mini US - News in 60 words,Facebook
e9a446dc-fc1d-40be-a17c-e21e9087b97e,Peter Korman for Georgia,2022-09-06T20:05:13.341Z,2abea400-ddac-4ffd-8148-5bc2e9f782fd,Non,true,false,United States of America,us,104042432322581,Peter Korman for Georgia,Facebook
e9aca0b4-1998-4b23-ad8e-9fbf0c7f40fb,Bio banana,2022-11-26T22:14:02.219Z,7c08b187-0caf-4f06-b2b9-d53f41b9963a,Non,true,false,United States of America,us,110465445211103,Bio banana,Facebook
e9b0c648-186a-4565-8ec5-e12e1bb299e3,The Litty McTittie,2022-09-07T15:41:57.431Z,23daa745-a705-4975-8174-44e40052239a,Non,true,false,United States of America,us,101322065879778,The Litty McTittie,Facebook
e9b80fe2-0bf3-4718-a474-750f31aab1b3,Friends of Animals,2022-09-07T15:41:56.423Z,4fa68323-9f0a-4cb1-94e1-d4accadda0d2,Non,true,false,United States of America,us,195261533834361,Friends of Animals,Facebook
e9c2607e-ee8a-470f-ab15-9cdaab8e6ba5,Culligan of Front Royal,2022-11-26T22:14:05.235Z,f0fb7b6f-9e95-468f-9dbc-115695e590bd,Non,true,false,United States of America,us,390490330323,Culligan of Front Royal,Facebook
e9d41882-b987-46cc-8a2d-57148a7f3c6a,The Savings Journal,2022-09-07T15:41:49.023Z,cc03798f-c8f7-47d8-9c02-442769db21be,Non,true,false,United States of America,us,109272030624765,The Savings Journal,Facebook
e9f34e4e-6fc3-4f8f-aa1d-88e3a2b7bcce,"Rock County, WI",2022-10-01T12:36:28.803Z,5fd8424e-08ee-4942-8351-39a532fa97cd,Non,true,false,United States of America,us,106978598249139,"Rock County, WI",Facebook
